Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
m,16/09/1989,85,0,2006,73.8,0,2,B.Tech/B.E.,electronics and communication engineering,77,0,Punjab,2011,505,485,615,0.824666401,405,400,-1,-1,-1,-1,-1,-0.5719,-1.0593,-0.1988,1.1199,1.1343,400000
m,04/08/1988,85.6,ssc,2006,90.6,board of intermediate,2,B.Tech/B.E.,electronics and communication engineering,68.4,1,Telangana,2010,395,425,575,0.229481755,435,266,-1,-1,-1,-1,-1,0.8192,0.5008,0.3817,-0.0552,-0.2875,720000
m,26/08/1987,80.6,icse,2005,91,icse,2,B.Tech/B.E.,information technology,73.06,0,Uttar Pradesh,2010,485,505,375,0.635978756,445,-1,-1,-1,-1,-1,-1,0.51,1.7488,0.2366,-1.2303,0.9763,505000
f,16/01/1990,78,0,2007,68,0,2,B.Tech/B.E.,computer engineering,68,0,Rajasthan,2011,365,515,645,0.979521744,625,-1,-1,-1,-1,-1,-1,-0.881,0.5008,0.9623,-0.7603,-0.1295,380000
f,07/03/1992,69,cbse,2009,72.2,cbse,2,B.Tech/B.E.,computer science & engineering,69.78,1,Delhi,2013,370,500,455,0.704090412,465,-1,-1,-1,-1,-1,-1,0.5591,0.2124,-0.4511,-1.3753,0.6721,375000
m,05/11/1988,89.56,gseb,2006,85,gsheb,2,B.Tech/B.E.,electronics and communication engineering,67.45,1,Gujarat,2010,485,315,545,0.694479328,345,366,-1,-1,-1,-1,-1,-3.0448,-1.0593,-0.6343,0.7673,0.1864,290000
m,09/03/1990,83.2,cbse,2008,72.3,cbse,2,B.Tech/B.E.,computer science & engineering,68,1,Delhi,2013,545,620,515,0.960903087,595,-1,-1,-1,-1,-1,-1,0.4155,1.0449,1.3933,-0.4879,-0.0943,350000
m,20/07/1985,51,up board,2004,48,up board,2,MCA,computer application,59,0,Uttar Pradesh,2010,275,365,395,0.525922584,415,-1,-1,-1,-1,-1,-1,0.2009,-0.2793,0.2366,1.4724,0.0284,100000
m,03/09/1991,60.7,state board,2008,65.66,state board,2,MCA,computer application,77.7,0,Uttar Pradesh,2014,545,535,470,-1,-1,-1,-1,-1,-1,-1,-1,0.1282,1.0449,-0.2974,-0.995,0.4805,230000
m,23/03/1989,76,uttar pradesh board,2006,75,uttar pradesh board,2,B.Tech/B.E.,information technology,65.48,0,Uttar Pradesh,2011,375,535,575,0.600057182,435,-1,-1,-1,-1,-1,-1,0.6646,-0.1232,1.5428,0.0623,0.3444,315000
m,25/08/1992,91,cbse,2010,91.2,cbse,2,B.Tech/B.E.,electronics and communication engineering,86,0,West Bengal,2014,675,655,585,0.783303537,485,388,-1,-1,-1,-1,-1,0.8463,0.8784,-0.1437,-0.7415,-1.0524,615000
m,12/04/1991,90.6,state board,2009,79.3,state board,2,B.Tech/B.E.,computer science & engineering,65.7,1,Telangana,2013,430,350,475,0.622642916,515,-1,407,-1,-1,-1,-1,1.4208,1.2114,1.2396,-1.1218,1.247,200000
m,21/09/1992,63,icse,2010,62,cbse,2,B.Tech/B.E.,information technology,62.44,0,Uttar Pradesh,2014,380,510,515,0.635978756,445,-1,-1,-1,-1,-1,-1,-1.4517,-1.2861,-0.1437,1.1601,-1.4356,180000
m,04/12/1992,63,state board,2010,63,state board,2,B.Tech/B.E.,mechanical engineering,63,1,Telangana,2014,300,435,390,0.032937018,-1,-1,-1,223,-1,-1,-1,1.8517,-0.2871,1.0859,1.6672,-0.2859,260000
m,25/03/1988,75.4,cbse,2004,68.2,cbse,2,B.Tech/B.E.,information technology,80,0,Uttar Pradesh,2010,555,535,655,0.916869961,555,-1,-1,-1,-1,-1,-1,1.2828,1.1248,-0.6343,-1.3478,1.1343,1110000
m,25/06/1988,81.8,cbse,2006,71.8,cbse,2,B.Tech/B.E.,electronics and electrical engineering,64.5,0,Uttar Pradesh,2011,415,525,625,0.824666401,-1,400,-1,-1,-1,366,-1,-1.8083,-0.2793,-0.6343,0.0623,-0.1295,170000
m,05/11/1991,75.85,state board,2009,77.2,state board,2,B.Tech/B.E.,information technology,80,1,Gujarat,2013,525,530,520,0.979521744,625,-1,-1,-1,-1,-1,-1,-0.159,0.8784,1.0859,-0.995,1.0554,180000
m,01/02/1993,91.6,cbse,2010,85.6,cbse,1,B.Tech/B.E.,electronics and communication engineering,72.7,1,Delhi,2014,590,575,635,0.649389715,525,356,-1,-1,-1,-1,-1,1.1336,0.5454,0.01,-2.0092,0.8637,340000
m,20/12/1988,66,rbse,2006,55,rbse,2,B.Tech/B.E.,computer engineering,66,1,Rajasthan,2010,405,585,415,0.600057182,435,-1,-1,-1,-1,-1,-1,-1.0355,0.5008,-0.0537,1.4724,1.4502,145000
m,18/03/1993,50,cbse,2010,57,cbse,2,B.Tech/B.E.,information technology,65.06,0,Uttar Pradesh,2014,395,425,425,0.744758354,385,-1,438,-1,-1,-1,-1,0.4155,-0.6504,0.3034,0.653,-0.4392,120000
f,25/07/1989,89.2,matriculation,2007,86.25,state board,2,B.Tech/B.E.,electronics and communication engineering,76,0,Tamil Nadu,2011,465,595,575,0.376059587,395,300,-1,-1,-1,313,-1,0.3555,0.9688,0.3817,-1.3478,0.1864,180000
m,22/04/1990,93.8,cbse,2009,76,cbse,1,B.Tech/B.E.,electronics and communication engineering,72.5,1,Delhi,2014,615,415,680,0.338786347,425,292,-1,-1,-1,393,-1,1.5644,1.5444,1.8543,-0.3612,0.0973,325000
m,24/03/1987,76.66,state board,2004,64.33,state board,2,B.Tech/B.E.,mechanical engineering,72.02,0,Maharashtra,2012,615,525,430,0.328746379,-1,-1,-1,346,-1,-1,-1,-0.5899,0.5454,0.3174,-0.7415,-0.8608,95000
m,07/11/1993,90.4,cbse,2009,84.6,cbse,2,B.Tech/B.E.,mechanical engineering,83.5,0,Uttarakhand,2013,430,375,530,0.986525019,-1,-1,-1,580,-1,-1,-1,-1.8083,-1.9953,-2.521,1.0747,-2.0253,205000
f,09/10/1991,90.8,cbse,2009,82.6,cbse,2,B.Tech/B.E.,computer science & engineering,64.66,0,Maharashtra,2013,485,535,590,0.911395278,535,-1,500,-1,-1,-1,-1,0.99,1.2114,1.2396,-2.643,1.6302,280000
m,04/11/1990,82.67,state board,2008,74.92,state board,2,B.Tech/B.E.,computer engineering,61.36,1,Rajasthan,2014,580,470,425,0.911395278,535,-1,500,-1,-1,-1,-1,1.7081,1.0449,1.547,0.0192,0.6721,215000
m,11/08/1991,94.16,state board,2009,95.5,state board,2,B.Tech/B.E.,electronics and communication engineering,83.62,1,Telangana,2013,380,475,575,0.538386893,375,333,-1,-1,473,-1,-1,0.8463,1.2114,0.1637,-0.7415,1.0554,200000
m,31/03/1990,74.6,state board,2007,81.6,state board,2,B.Tech/B.E.,computer science & engineering,67.8,0,Madhya Pradesh,2011,440,425,415,0.356536488,465,-1,346,-1,-1,-1,-1,-0.159,0.2124,-1.0659,-0.4879,0.2889,350000
m,07/10/1990,61.73,ssc,2008,60,hsc,2,B.Tech/B.E.,computer engineering,63.33,0,Maharashtra,2012,455,395,385,0.308400583,355,366,-1,-1,-1,-1,-1,-0.2628,-0.4353,1.2525,0.0623,-0.9194,190000
m,05/04/1990,78,cbse,2007,63,cbse,2,B.Tech/B.E.,information technology,68.1,0,Uttar Pradesh,2011,454,535,464,0.765673581,485,-1,-1,-1,-1,-1,-1,-1.0355,0.8128,-1.2148,1.0024,1.6082,520000
m,10/07/1987,74,karnataka secondary education board,2005,64,pre-university board,2,B.Tech/B.E.,electronics and communication engineering,53,1,Karnataka,2010,445,455,405,0.538386893,325,333,-1,366,-1,-1,340,1.1283,-0.4353,0.3817,0.1798,0.5024,335000
m,20/05/1990,72,state board,2007,60,state board,2,B.Tech/B.E.,computer engineering,64,1,Tamil Nadu,2012,345,375,315,0.3423149,365,-1,-1,-1,-1,-1,-1,-1.1128,-1.3713,-0.344,1.1492,-2.6572,220000
m,15/03/1990,85.6,cbse,2006,79.4,cbse,1,B.Tech/B.E.,electronics & instrumentation eng,67.23,0,Uttar Pradesh,2011,525,525,565,0.538386893,-1,333,-1,-1,-1,-1,-1,-1.9629,-1.9953,-1.6502,0.6498,-1.2354,450000
m,01/12/1989,89.4,cbse,2006,68,cbse,2,B.Tech/B.E.,electronics and communication engineering,68.3,1,Karnataka,2011,635,525,525,0.694479328,385,366,-1,-1,-1,313,-1,0.0464,0.3448,0.9623,-0.2902,0.5024,445000
m,20/05/1993,87.7,state board,2010,95.2,state board,2,B.Tech/B.E.,information technology,69.96,1,Telangana,2014,450,555,445,0.744758354,455,-1,438,-1,-1,-1,-1,-0.159,-0.4536,0.9322,-0.2344,-0.6692,200000
m,25/03/1991,88,cbse,2008,78,cbse,2,B.Tech/B.E.,electronics and communication engineering,87.9,0,Punjab,2013,545,605,575,0.824666401,535,400,-1,-1,-1,-1,-1,-3.0315,-2.1186,-1.0659,0.3995,-1.6273,420000
m,17/06/1993,80.8,state board,2010,81.5,state board,2,B.Tech/B.E.,computer science & engineering,74,0,Andhra Pradesh,2014,560,455,405,0.23780284,505,-1,315,-1,-1,-1,-1,1.9953,1.0449,0.4711,-1.6289,0.8637,100000
m,22/01/1990,77.6,maharastra board,2008,59,maharashtra board,2,B.Tech/B.E.,information technology,58.66,1,Maharashtra,2012,405,585,334,0.308400583,355,-1,-1,-1,-1,-1,-1,0.0464,0.9688,-0.1988,-0.7015,-1.2354,120000
m,04/09/1992,87,state board,2010,79,state board,2,B.Tech/B.E.,electronics & telecommunications,70,0,Maharashtra,2014,440,540,535,0.756180114,465,-1,-1,-1,-1,388,-1,-2.1698,-4.2831,-1.8344,-0.4879,-5.0763,315000
f,18/01/1990,89.8,cbse,2007,83.8,cbse,2,B.Tech/B.E.,computer engineering,70,0,Haryana,2011,535,455,525,0.843123727,515,-1,-1,-1,-1,-1,-1,-0.2628,0.1888,0.3817,-0.2902,1.6082,480000
m,29/06/1992,80,state board,2009,89,state board,2,B.Tech/B.E.,computer science & engineering,62,1,Telangana,2013,325,530,405,0.356536488,275,-1,346,-1,-1,-1,-1,0.99,0.3789,-0.2974,-1.1218,-1.244,145000
m,27/09/1990,84,cbse,2008,83,cbse,2,B.Tech/B.E.,information technology,74.5,1,Delhi,2012,725,465,555,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.4173,0.7348,-0.0537,-0.52527,-0.4455,450000
f,24/10/1990,91,state board,2008,80,state board,2,B.Tech/B.E.,electronics and communication engineering,76,1,Tamil Nadu,2012,535,475,415,0.538386893,-1,333,-1,-1,-1,286,-1,-0.5719,-0.1232,0.3817,-0.5253,0.5419,235000
m,05/01/1992,89.6,cbse,2010,83.8,cbse,2,B.Tech/B.E.,electronics and communication engineering,76.4,1,Delhi,2014,650,565,595,0.338786347,505,292,-1,-1,-1,-1,-1,0.7027,0.2124,-0.2974,0.3995,1.0554,330000
m,30/10/1988,82,0,2008,60,0,2,B.Tech/B.E.,information technology,80,0,Punjab,2012,585,525,475,0.735795709,475,-1,-1,-1,-1,-1,-1,-0.1082,0.3448,-0.9245,-0.7603,-0.7615,320000
m,15/06/1989,70,icse,2006,73.8,isc,2,B.Tech/B.E.,computer engineering,70.13,0,Uttar Pradesh,2011,825,505,485,0.884122512,535,-1,-1,-1,-1,-1,-1,0.51,0.8128,1.2525,0.8848,0.5024,715000
m,09/09/1990,59.57,state board,2007,55,state board,2,M.Tech./M.E.,computer science & engineering,88,0,Punjab,2015,395,540,535,0.992259189,665,-1,-1,-1,-1,-1,-1,0.4155,-0.4536,-1.8344,-0.8682,-0.0943,145000
m,20/09/1990,83,cbse,2008,81,cbse,2,B.Tech/B.E.,electronics and electrical engineering,79.2,0,Haryana,2012,440,655,705,0.837620726,285,-1,-1,-1,500,-1,-1,-1.0208,0.3789,0.6248,-1.6289,-0.2859,180000
f,06/08/1990,67.8,0,2008,65.2,0,2,B.Tech/B.E.,computer engineering,72.18,0,Madhya Pradesh,2012,525,305,405,0.24545566,335,-1,-1,-1,-1,-1,-1,0.51,0.0328,-0.7794,-0.2902,0.7788,180000
m,27/06/1992,82.4,icse,2010,81.2,icse,2,B.Tech/B.E.,information technology,69,0,Uttar Pradesh,2014,535,470,585,0.622642916,385,-1,407,-1,-1,-1,-1,0.99,1.0449,0.6248,-0.8682,-1.6273,75000
f,09/10/1989,79,icse,2008,74.6,cbse,2,B.Tech/B.E.,computer engineering,71.2,0,Haryana,2012,525,435,505,0.488347977,405,-1,-1,-1,-1,-1,-1,-1.4606,-1.0593,-0.344,1.1492,-2.3412,280000
f,24/08/1989,81.2,cbse,2007,82.8,cbse,2,B.Tech/B.E.,computer engineering,73,0,Uttar Pradesh,2011,525,625,585,0.635978756,445,-1,-1,-1,-1,-1,-1,0.51,1.1248,0.5269,-0.7603,0.6603,390000
m,28/06/1992,73.5,state board,2009,71,state board,2,B.Tech/B.E.,mechanical engineering,71,0,Uttar Pradesh,2013,570,545,500,0.8295846,-1,-1,-1,469,-1,-1,-1,0.99,0.8784,0.6248,-1.5021,0.6721,325000
m,07/06/1992,90.6,state board,2009,94.3,state board,2,B.Tech/B.E.,electronics and communication engineering,84,0,Andhra Pradesh,2013,520,460,620,0.493596387,455,324,-1,-1,-1,-1,-1,0.99,0.5454,0.7785,-1.6289,0.6721,300000
f,05/04/1992,91.6,icse,2010,90.2,cbse,2,B.Tech/B.E.,computer science & engineering,74,0,Jharkhand,2014,615,610,680,0.978799293,495,-1,561,-1,-1,-1,-1,0.2718,0.8784,-1.6807,1.0333,0.6721,450000
m,17/12/1992,86,cbse,2010,83.8,cbse,2,B.Tech/B.E.,information technology,77,0,Himachal Pradesh,2014,555,605,560,0.486747008,465,-1,376,-1,-1,-1,-1,0.9737,1.4368,0.5994,-0.2902,0.3444,505000
m,18/06/1992,73,cbse,2009,79,state board,2,B.Tech/B.E.,electronics and communication engineering,75,0,Tamil Nadu,2013,440,315,430,0.538386893,-1,333,-1,-1,-1,420,-1,-0.4463,-1.9521,-0.4511,-0.4879,-1.4356,240000
m,14/11/1989,65,state board,2007,50,state board,2,MCA,computer application,73.14,1,Karnataka,2013,625,495,430,0.793580615,495,-1,-1,-1,-1,-1,-1,-0.8772,-0.6201,-0.4511,0.653,-0.4776,240000
m,12/12/1988,86,tn state board,2006,82,tn state board,2,B.Tech/B.E.,information technology,71,0,Tamil Nadu,2010,485,505,505,0.600057182,435,-1,-1,-1,-1,-1,-1,-1.0355,-0.1232,0.2366,-0.6428,-0.6035,200000
m,28/02/1993,86,cbse,2010,74.44,cbse,2,B.Tech/B.E.,computer science & engineering,73.38,0,Uttar Pradesh,2014,520,575,650,0.486747008,695,-1,376,-1,-1,-1,-1,0.5591,-0.4536,-0.6048,-0.6147,-0.0943,450000
m,18/08/1990,91.6,cbse,2008,85.8,cbse,2,B.Tech/B.E.,electronics and communication engineering,77.7,0,Uttar Pradesh,2012,534,575,685,0.376059587,-1,300,-1,-1,-1,-1,-1,-0.5719,1.5928,0.5269,-0.1727,0.1864,335000
f,23/01/1989,89,cbse,2006,78,cbse,2,B.Tech/B.E.,computer engineering,73.14,0,Uttar Pradesh,2011,545,485,544,0.884122512,535,-1,-1,-1,-1,-1,-1,0.51,0.5008,0.672,-0.43717,0.3444,310000
f,20/04/1987,87.4,cbse,2005,83,cbse,1,B.Tech/B.E.,biotechnology,71,0,Madhya Pradesh,2011,645,485,544,-1,355,-1,-1,-1,-1,-1,-1,0.51,0.5008,0.672,0.0623,0.6603,450000
m,29/05/1986,78,cbse,2004,83,cbse,1,B.Tech/B.E.,information technology,72.13,1,Delhi,2010,444,555,695,0.999904558,804,-1,-1,-1,-1,-1,-1,0.6646,0.3448,0.8171,0.6498,0.0284,600000
m,27/09/1991,93.33,icse,2009,76.66,cbse,1,B.Tech/B.E.,ceramic engineering,72,0,Orissa,2014,650,570,750,-1,515,-1,-1,-1,-1,-1,-1,0.5591,0.3789,-0.1437,-0.2344,0.6721,335000
m,13/12/1991,75,cbse,2008,77,cbse,2,B.Tech/B.E.,electronics and communication engineering,70.45,0,Karnataka,2013,455,595,545,0.112139438,425,228,-1,-1,-1,-1,-1,1.2772,1.2114,1.3933,-0.1076,0.8637,150000
m,26/06/1991,71.3,cbse,2008,63.8,state board,2,MCA,computer application,79.6,0,Jharkhand,2014,325,475,370,0.622642916,425,-1,407,-1,-1,-1,-1,-1.308,-0.2871,-0.2974,1.1601,-1.244,180000
m,18/08/1992,81,cbse,2012,73,cbse,2,B.Tech/B.E.,information technology,61.6,0,Uttar Pradesh,2014,640,570,495,0.356536488,535,-1,346,-1,-1,-1,-1,-0.4463,0.8784,0.4711,-2.136,0.6721,360000
m,19/12/1990,55,state board,2009,68,state board,2,B.Tech/B.E.,computer engineering,74.9,1,West Bengal,2013,440,560,545,0.793580615,495,-1,-1,-1,-1,-1,-1,0.5591,0.3789,1.3933,-1.2486,-1.0524,180000
f,24/10/1990,83.4,cbse,2008,88.2,cbse,2,B.Tech/B.E.,electronics and communication engineering,72.3,0,Uttar Pradesh,2013,450,450,445,0.124502074,-1,233,-1,-1,-1,-1,-1,0.4155,0.3789,1.2396,1.0333,-0.0943,180000
m,08/10/1991,64.8,state board,2009,69.4,state board,2,B.Tech/B.E.,information technology,73.8,0,Chhattisgarh,2013,465,475,385,0.356536488,525,-1,346,-1,-1,-1,-1,0.1282,0.8784,-0.1437,-0.2344,0.2889,240000
m,26/09/1993,83.5,cbse,2010,87.2,cbse,2,B.Tech/B.E.,computer science & engineering,79.95,1,Delhi,2014,580,615,510,0.953899775,485,-1,530,-1,-1,-1,-1,0.5591,1.0449,-0.6048,0.7798,-1.0524,350000
m,29/02/1988,82.27,matriculation,2006,80.58,state board,2,B.Tech/B.E.,electronics and communication engineering,61,1,Tamil Nadu,2010,495,465,575,0.124502074,275,233,-1,180,-1,-1,-1,-0.4173,-0.7473,-0.0537,0.2973,0.0284,400000
m,21/08/1993,71.1,cbse,2011,64.5,state board,2,B.Tech/B.E.,mechanical engineering,60.05,0,Uttar Pradesh,2015,560,340,390,0.328746379,-1,-1,-1,346,-1,-1,-1,-0.0154,-0.6201,-0.4511,0.1459,-1.244,150000
m,27/05/1992,91.4,icse,2010,81.2,cbse,1,B.Tech/B.E.,computer science & engineering,73,0,Bihar,2015,755,640,740,0.998876108,685,-1,653,-1,-1,-1,-1,-0.2632,0.8993,-0.4226,-0.3414,0.1275,150000
f,12/10/1990,78,cbse,2008,79.4,cbse,2,B.Tech/B.E.,computer engineering,76.76,0,Uttar Pradesh,2012,465,575,625,0.864685413,525,-1,-1,-1,-1,-1,-1,1.2828,0.7348,0.0552,-0.0552,-0.9194,455000
m,10/07/1992,77,state board,2009,69,state board,2,B.Tech/B.E.,electronics and communication engineering,84.1,0,West Bengal,2013,490,590,655,-1,385,-1,-1,-1,-1,-1,-1,0.5591,0.7119,0.4711,-1.6289,0.6721,240000
m,28/07/1988,80,rbse,2005,75,rbse,2,B.Tech/B.E.,electrical engineering,71.56,0,Rajasthan,2011,375,495,445,0.376059587,-1,300,-1,-1,-1,-1,-1,0.51,0.3448,0.2075,0.9169,0.0284,350000
f,03/06/1991,89,0,2008,94.16,0,2,B.Tech/B.E.,information technology,89.2,0,Tamil Nadu,2012,425,515,655,0.930370607,565,-1,-1,-1,-1,-1,-1,0.0464,1.3198,-0.4891,-1.11277,-0.2875,385000
m,23/07/1990,87.33,rbse,2008,82.46,rbse,2,B.Tech/B.E.,mechanical engineering,73.83,0,Rajasthan,2012,640,610,650,0.995613797,-1,-1,-1,616,-1,-1,-1,1.2828,0.8128,0.0914,-0.8778,0.6603,440000
m,28/09/1991,73.94,state board,2009,79.16,state board,2,MCA,computer application,86,0,Tamil Nadu,2013,535,460,680,0.974396113,615,-1,-1,-1,-1,-1,-1,0.4155,-0.4536,0.9322,-0.995,-0.4776,380000
m,09/09/1989,79.8,0,2007,81,0,2,B.Tech/B.E.,electronics and communication engineering,76.03,0,Madhya Pradesh,2012,425,535,605,0.694479328,-1,366,-1,-1,-1,-1,-1,1.4374,0.1498,-0.598,-1.58287,-0.7615,420000
f,02/04/1991,92,board of secondary education,2008,94.8,board of intermediate education,2,B.Tech/B.E.,electronics and communication engineering,77.33,1,Telangana,2012,505,525,505,0.960603252,-1,466,-1,-1,-1,-1,-1,0.0464,0.9688,-0.1626,1.3549,-0.7615,360000
m,30/11/1990,76,icse,2009,78,icse,2,B.Tech/B.E.,electronics and electrical engineering,70.6,0,Uttar Pradesh,2014,730,570,665,0.661834476,-1,-1,-1,-1,446,-1,-1,-0.5899,-0.7866,1.0859,-0.1076,-0.4776,320000
m,16/11/1989,78.93,0,2008,65,0,2,B.Tech/B.E.,computer engineering,67.63,0,Maharashtra,2012,535,535,455,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.2628,1.5538,0.5994,-0.29027,0.3444,355000
m,01/09/1991,80.6,cbse,2009,74.6,cbse,2,B.Tech/B.E.,computer science & engineering,57.5,0,Punjab,2014,485,440,445,0.356536488,485,-1,346,-1,-1,-1,-1,0.2718,0.2124,0.7785,1.9207,-0.6692,180000
m,30/10/1989,83.2,sslc,2007,77.33,puc,2,B.Tech/B.E.,electronics and electrical engineering,75.67,1,Karnataka,2011,655,415,485,0.376059587,345,300,-1,-1,-1,-1,-1,-0.4173,0.1888,-0.344,-1.4653,-0.6035,490000
m,15/07/1987,52.7,0,2005,45.6,0,2,MCA,computer application,69.7,0,Uttar Pradesh,2011,345,385,345,0.600057182,435,-1,-1,-1,-1,-1,-1,-2.272,-1.5273,-1.0697,0.7673,-0.4455,300000
m,24/04/1992,69.5,state board,2008,68.5,state board,2,B.Tech/B.E.,information technology,69.9,0,Madhya Pradesh,2013,475,500,235,0.413838256,385,-1,-1,-1,-1,-1,-1,0.5591,1.0449,1.2396,0.3995,1.0554,2000000
m,01/11/1991,85,state board,2009,85.6,state board,2,M.Tech./M.E.,computer science & engineering,80,1,Telangana,2015,630,510,485,0.622642916,585,-1,407,-1,-1,-1,-1,1.2772,0.0459,0.3174,-0.995,1.0554,120000
f,06/03/1987,67.25,wbbse,2009,63.4,wbchse,2,B.Tech/B.E.,electrical engineering,69.97,1,West Bengal,2010,455,565,565,0.694479328,365,366,-1,-1,-1,-1,-1,0.9737,1.2808,0.8171,-0.0552,1.4502,240000
m,08/06/1992,88.2,cbse,2010,80.8,cbse,2,B.Tech/B.E.,computer science & engineering,70,0,Haryana,2014,735,595,545,0.999910408,535,-1,715,-1,-1,-1,-1,1.9953,1.0449,-0.1437,-2.3895,0.2889,325000
m,23/01/1993,76.2,cbse,2010,63.8,cbse,2,B.Tech/B.E.,computer science & engineering,66,0,Rajasthan,2014,455,455,465,0.144789889,335,-1,284,-1,-1,-1,-1,-1.308,0.3789,-0.9122,0.2727,0.0973,100000
m,22/12/1988,67.2,cbse,2007,58.6,cbse,2,B.Tech/B.E.,information technology,66.6,0,Madhya Pradesh,2012,630,565,620,0.842248322,465,-1,469,-1,-1,-1,-1,-0.159,0.5454,0.3174,0.1459,-0.2859,180000
m,12/03/1993,76,cbse,2011,66.66,cbse,2,B.Tech/B.E.,mechanical engineering,65,0,Punjab,2015,500,400,475,0.125690182,375,-1,-1,284,-1,-1,-1,-2.457,-0.7866,0.01,0.2727,-2.2021,250000
m,11/09/1992,89.5,state board,2010,78.83,state board,1,B.Tech/B.E.,metallurgical engineering,73,0,Orissa,2014,455,485,605,0.863724178,425,-1,-1,-1,-1,-1,-1,-2.7443,0.2124,-1.527,1.1601,-0.2859,300000
m,20/11/1991,56,cbse,2009,63,cbse,2,B.Tech/B.E.,electronics & telecommunications,65,0,Orissa,2013,404,495,405,0.279258512,255,-1,-1,-1,-1,292,-1,0.2718,-0.9531,0.4711,-1.1218,-1.0524,220000
m,17/08/1993,90.2,cbse,2011,84.8,cbse,1,B.Tech/B.E.,computer engineering,66.23,1,Maharashtra,2015,545,670,680,0.842248322,725,-1,469,-1,-1,-1,-1,-0.4463,1.2114,1.0859,-0.8682,0.4805,1500000
f,11/01/1988,75.6,0,2006,77,0,2,B.Tech/B.E.,mechanical engineering,70.66,0,Uttar Pradesh,2011,505,404,524,0.535862819,295,-1,-1,393,-1,-1,-1,0.6646,1.7488,0.2366,0.5323,0.6603,275000
m,14/09/1993,83.68,state board,2010,84.5,state board,2,B.Tech/B.E.,computer science & engineering,72.3,1,Karnataka,2014,580,605,570,0.622642916,585,-1,407,-1,-1,-1,-1,-1.308,-1.7856,-0.6048,1.0333,-2.5853,500000
m,15/11/1991,79.8,cbse,2008,75.6,cbse,2,B.Tech/B.E.,electronics and communication engineering,61.9,0,Haryana,2012,405,620,620,0.376059587,395,300,-1,-1,-1,-1,-1,1.1336,1.0449,0.4711,-0.4879,0.2889,510000
m,01/06/1993,84.4,cbse,2009,76,cbse,2,B.Tech/B.E.,mechanical engineering,63,1,Maharashtra,2013,430,595,545,0.977066467,-1,-1,-1,561,-1,-1,-1,0.8463,0.2124,0.4711,-0.3612,-0.0943,185000
m,13/09/1990,72,0,2007,72,0,2,B.Tech/B.E.,information technology,70.5,0,Uttarakhand,2012,440,570,530,0.81941653,505,-1,-1,-1,-1,-1,-1,0.0464,0.6178,-0.3803,-1.1128,0.1864,490000
m,29/09/1992,85.8,cbse,2010,83,cbse,1,B.Tech/B.E.,electronics and communication engineering,91,0,Madhya Pradesh,2014,555,545,590,0.649389715,655,356,-1,-1,-1,-1,-1,-0.159,0.5454,0.4711,-1.1218,-0.6692,300000
m,14/01/1992,73,icse,2009,77,cbse,2,B.Tech/B.E.,electronics and communication engineering,79.67,0,Uttarakhand,2013,475,585,515,0.229481755,-1,266,-1,-1,-1,-1,-1,0.51,0.8128,-1.0697,-0.4371,0.1864,410000
m,24/01/1991,73,0,2008,57.8,0,2,B.Tech/B.E.,computer engineering,58,1,Karnataka,2012,375,435,495,0.276047228,345,-1,-1,-1,-1,-1,-1,-0.2628,0.0328,-0.2714,0.2973,-1.0774,225000
m,08/03/1988,83.04,state board,2006,72.6,state board,2,M.Tech./M.E.,electronics and communication engineering,64.95,0,Karnataka,2013,535,375,375,0.279258512,415,-1,-1,-1,-1,292,-1,1.4208,0.8784,-0.2974,0.7798,0.6721,100000
f,30/06/1991,83,0,2008,66,0,2,B.Tech/B.E.,mechanical engineering,78,0,Orissa,2012,305,515,495,0.714529363,-1,-1,-1,435,-1,-1,-1,0.9737,0.2668,0.5994,0.6498,-0.9194,330000
m,13/09/1992,87,state board,2010,81,state board,2,B.Tech/B.E.,electronics and communication engineering,72,0,Tamil Nadu,2014,570,495,525,0.053160305,475,196,-1,-1,-1,-1,-1,0.5591,-0.1206,0.01,-1.6289,-1.6273,300000
m,14/09/1992,85,cbse,2010,82,cbse,2,B.Tech/B.E.,electronics and communication engineering,70.6,0,Haryana,2014,510,655,665,-1,505,-1,315,-1,-1,-1,-1,0.8463,0.8784,0.7785,-1.2486,-0.4776,325000
m,26/10/1991,79.2,cbse,2009,76.6,cbse,2,B.Tech/B.E.,electronics and communication engineering,67.6,1,Karnataka,2013,650,580,635,0.976292561,395,484,-1,-1,-1,313,-1,-0.4463,0.2124,0.7785,1.0333,-0.8608,310000
m,10/11/1991,74,board secondary  education,2009,81,baord of intermediate education,2,B.Tech/B.E.,aeronautical engineering,67.1,1,Telangana,2013,510,555,530,-1,-1,-1,-1,-1,-1,-1,-1,0.2718,0.2124,0.01,0.2727,-0.0943,120000
